idConfiguration,ACK,BIB,BOLD_ACK,BREF,EMAIL,JS_FOOTNOTESIZE,JS_SCRIPTSIZE,JS_STYLE,JS_TINY,LONG_ACK,LONG_AFFILIATION,PARAGRAPH_ACK,PL_FOOTNOTE,VARY_LATEX,bref_size,cserver_size,vspace_bib,nbPages
285,false,true,false,true,false,false,true,true,false,false,false,false,true,true,0.9,0.7,4.9,5
260,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.8,1.9,4
498,true,true,true,true,false,false,true,true,false,false,true,false,false,true,0.9,0.8,3.7,5
74,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.8,0.7,3,4
187,true,true,false,true,true,false,true,true,false,false,true,true,true,true,0.7,0.7,1.1,5
32,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.8,0.8,2.7,4
457,true,true,false,true,false,false,false,true,true,false,false,true,true,true,0.8,0.7,4.5,4
493,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.7,0.7,0.3,4
72,true,true,true,true,false,false,true,true,false,true,true,false,true,true,0.9,0.9,4.3,5
369,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.8,4.4,5
437,true,true,true,true,false,false,true,true,false,true,true,false,false,true,1,0.8,1.7,5
320,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.7,0.7,1.4,5
402,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.9,1.1,4
403,true,true,true,true,false,false,true,true,false,false,true,false,true,true,0.9,0.7,2.5,5
105,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.8,0.7,2.4,4
372,true,true,false,true,false,false,false,true,true,false,false,true,false,true,1,0.7,4.1,4
185,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.7,2.9,4
6,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.9,0.7,0,4
70,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.9,1.6,4
206,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.7,2.5,4
367,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.9,0.7,4.7,4
475,true,true,true,true,false,false,true,true,false,false,true,false,false,true,0.7,0.7,2.4,4
143,true,true,false,true,false,false,true,true,false,false,true,true,true,true,0.7,0.9,1.8,5
84,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.9,0.9,1.9,5
490,true,true,true,true,false,false,false,true,true,true,true,false,true,true,1,0.7,0.2,4
316,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.7,0.8,0.5,4
198,true,true,false,true,false,false,true,true,false,false,true,true,false,true,0.9,0.7,3.9,5
443,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,2.1,5
283,true,true,true,true,false,false,false,true,true,false,false,false,true,true,1,0.9,3.4,5
390,true,true,false,true,false,false,false,true,true,true,true,true,true,true,0.9,0.7,3.4,4
480,true,true,true,true,false,false,true,true,false,false,true,false,true,true,0.8,0.8,4.1,5
245,false,true,false,true,true,false,true,true,false,false,true,false,false,true,0.8,0.8,4.4,5
477,false,true,false,true,false,false,true,true,false,false,false,false,true,true,0.7,0.8,0.5,5
374,true,true,false,true,true,false,false,true,true,false,true,true,false,true,0.9,0.7,1.6,4
201,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,4.8,5
7,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.8,0.9,5,4
208,false,true,false,true,false,false,false,true,true,false,false,false,true,true,0.8,0.7,2.4,4
332,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.8,0.9,5,4
52,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.8,0.8,0.8,5
47,false,true,false,true,false,false,false,true,true,false,true,false,true,true,0.7,0.9,3.7,4
335,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.9,0.8,4.8,5
176,true,true,true,true,false,false,true,true,false,true,false,false,true,true,1,0.7,1,5
392,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.7,0.9,3.9,5
422,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.8,0.9,4.9,5
361,true,true,true,true,false,false,false,true,true,false,false,false,true,true,1,0.9,0.3,5
485,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.9,0.9,0.6,4
64,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.8,0.8,1.6,5
364,true,true,true,true,false,false,false,true,true,false,true,false,false,true,1,0.7,3.1,4
487,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.8,0.9,0,4
238,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.8,0.7,3.1,4
207,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,3.3,4
248,true,true,false,true,true,false,true,true,false,true,true,true,true,true,0.9,0.8,1.3,5
288,true,true,false,true,false,false,true,true,false,false,false,true,true,true,0.8,0.9,2.7,5
17,true,true,false,true,true,false,true,true,false,true,true,true,true,true,0.7,0.9,3.7,5
26,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.7,0.8,0.2,5
266,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.7,0.9,4.9,4
470,true,true,true,true,false,false,false,true,true,true,true,false,true,true,1,0.9,0.1,5
395,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.9,4.3,4
410,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.8,2.3,4
394,true,true,true,true,false,false,true,true,false,false,true,false,true,true,1,0.9,3.7,5
261,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.7,3.9,4
139,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.7,0.9,0.1,5
495,false,true,false,true,false,false,false,true,true,false,true,false,false,true,1,0.7,3.3,4
75,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.8,0.9,4.7,4
49,true,true,false,true,true,false,false,true,true,true,true,true,false,true,1,0.7,5,4
441,true,true,true,true,false,false,true,true,false,true,true,false,false,true,0.9,0.8,4.3,5
195,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.7,0.7,2.8,4
193,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,3.7,5
44,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.7,4.1,4
271,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.7,0.9,0.2,5
251,false,true,false,true,false,false,true,true,false,false,false,false,false,true,0.8,0.7,0.3,4
401,true,true,false,true,true,false,true,true,false,true,true,true,false,true,1,0.8,0.1,5
345,false,true,false,true,false,false,false,true,true,false,true,false,true,true,0.8,0.8,4.8,4
337,true,true,true,true,false,false,true,true,false,true,false,false,true,true,1,0.9,1.9,5
156,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.7,0.8,4.9,5
415,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.9,1,5
233,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.9,0.8,1.2,5
57,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.9,0.8,1.3,5
377,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.9,2.4,4
491,true,true,false,true,false,false,true,true,false,false,false,true,true,true,1,0.9,1,5
150,true,true,true,true,false,false,true,true,false,true,true,false,false,true,0.8,0.7,3.6,4
73,true,true,false,true,true,false,true,true,false,false,true,true,false,true,1,0.7,3.1,5
48,true,true,true,true,false,false,true,true,false,true,true,false,true,true,0.7,0.9,4.3,5
321,false,true,false,true,true,false,false,true,true,false,true,false,true,true,1,0.8,2.6,4
500,true,true,true,true,true,false,false,true,true,true,true,false,true,true,1,0.8,0,5
182,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.8,4.9,5
464,true,true,false,true,true,false,false,true,true,true,true,true,true,true,0.7,0.7,3,4
388,true,true,true,true,true,false,true,true,false,true,true,false,true,true,1,0.9,2.8,5
428,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.9,0.7,2.4,4
253,true,true,false,true,true,false,false,true,true,true,true,true,false,true,0.9,0.7,2.7,4
384,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.9,3.7,4
341,true,true,false,true,false,false,true,true,false,false,true,true,false,true,0.8,0.8,0.4,5
155,true,true,false,true,true,false,false,true,true,true,true,true,false,true,1,0.7,4.4,4
226,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.8,0.9,3.1,4
284,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.7,0.8,4.4,5
78,true,true,true,true,false,false,false,true,true,true,false,false,false,true,1,0.8,4.2,4
315,true,true,false,true,true,false,false,true,true,false,true,true,true,true,0.9,0.8,4.7,4
325,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.7,0.9,4.9,4
35,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.8,1.2,4
430,true,true,true,true,true,false,false,true,true,true,true,false,false,true,0.8,0.7,5,4
221,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.9,4.7,5
240,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.9,0.9,5,5
355,true,true,true,true,false,false,true,true,false,true,true,false,false,true,0.8,0.7,3.9,4
359,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,1.8,4
219,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.8,0.8,4.4,4
203,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.9,0.7,1.9,4
299,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.8,0.8,4.1,5
65,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.7,0.8,2.5,4
69,true,true,true,true,false,false,false,true,true,true,false,false,false,true,1,0.8,0.6,4
247,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.7,3.5,4
196,true,true,true,true,false,false,true,true,false,false,true,false,true,true,0.9,0.9,0.1,5
272,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.7,0.7,2.2,4
36,true,true,true,true,false,false,true,true,false,true,true,false,true,true,0.8,0.7,4.9,5
439,true,true,false,true,false,false,true,true,false,false,false,true,true,true,1,0.7,0.9,5
383,true,true,true,true,true,false,false,true,true,false,true,false,false,true,0.9,0.8,4.9,4
267,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.9,4.5,5
427,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.8,0.9,2.2,4
305,true,true,true,true,true,false,false,true,true,false,true,false,false,true,0.8,0.9,0.8,4
189,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.8,0.9,1.2,4
13,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,4.3,4
350,true,true,true,true,false,false,false,true,true,false,true,false,true,true,0.9,0.8,1.4,4
158,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,3.8,5
340,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.9,0.8,4.5,4
426,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.7,0.7,4.6,4
230,false,true,false,true,true,false,true,true,false,false,true,false,false,true,0.8,0.8,4.8,5
24,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.8,0.9,4
14,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.9,0.7,4.4,4
181,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.7,1.4,4
145,true,true,false,true,true,false,false,true,true,false,true,true,false,true,1,0.7,2,4
83,true,true,true,true,false,false,true,true,false,true,false,false,false,true,1,0.9,3.2,5
414,false,true,false,true,false,false,false,true,true,false,false,false,true,true,0.8,0.9,0.3,4
254,true,true,true,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,4.2,4
471,true,true,false,true,true,false,false,true,true,true,true,true,true,true,0.9,0.7,3.6,4
387,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.7,4.3,4
175,true,true,true,true,false,false,false,true,true,false,true,false,false,true,0.7,0.7,4.2,4
43,true,true,true,true,true,false,true,true,false,true,true,false,true,true,1,0.7,4.9,5
68,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.8,0.7,2.8,5
142,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.9,0.7,0.7,4
310,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.9,0.9,0.4,5
30,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.9,0.7,3.2,4
297,true,true,true,true,false,false,false,true,true,false,true,false,true,true,0.7,0.7,1.6,4
27,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.8,0.8,3.2,4
22,false,true,false,true,true,false,true,true,false,false,true,false,false,true,0.8,0.9,1.5,5
211,true,true,false,true,true,false,false,true,true,true,true,true,true,true,0.7,0.8,0.8,4
306,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.9,0.7,0.5,5
76,true,true,true,true,false,false,true,true,false,true,false,false,true,true,0.7,0.8,3.4,5
15,false,true,false,true,true,false,false,true,true,false,true,false,false,true,1,0.7,2.6,4
259,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.8,0.7,3.5,4
77,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.9,0.7,3.7,5
249,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.7,4.8,4
488,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.8,0.9,2.1,5
107,true,true,false,true,false,false,true,true,false,false,true,true,true,true,1,0.8,1.4,5
292,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.7,0.7,3,4
71,true,true,false,true,false,false,true,true,false,true,false,true,false,true,0.8,0.9,3.7,5
214,false,true,false,true,false,false,false,true,true,false,false,false,false,true,1,0.8,2.7,4
358,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.8,0.8,1.6,4
81,true,true,false,true,false,false,true,true,false,true,true,true,true,true,0.9,0.9,2.7,5
329,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.9,2.8,4
404,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.7,0.8,4.6,5
368,true,true,false,true,true,false,false,true,true,false,true,true,true,true,0.9,0.8,3.3,4
126,true,true,false,true,true,false,false,true,true,true,true,true,false,true,1,0.8,4.2,4
273,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.7,0.8,3.1,5
472,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.8,1.9,5
53,true,true,true,true,true,false,false,true,true,true,true,false,false,true,0.7,0.7,2.8,4
376,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.8,0.8,5
169,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.7,3.6,4
194,true,true,false,true,false,false,false,true,true,false,true,true,true,true,0.8,0.7,4.5,4
478,true,true,true,true,false,false,true,true,false,true,false,false,true,true,0.7,0.7,4.2,5
324,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.7,0.8,1.6,5
256,true,true,false,true,false,false,false,true,true,true,true,true,false,true,1,0.8,3,4
366,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.7,0.7,4.1,4
300,true,true,true,true,false,false,true,true,false,false,false,false,false,true,1,0.8,4.2,5
270,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.9,2.3,4
330,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.7,1.7,5
224,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,2.7,4
222,true,true,false,true,false,false,false,true,true,false,false,true,true,true,1,0.7,2.3,4
246,false,true,false,true,true,false,false,true,true,false,true,false,true,true,0.7,0.7,1.7,4
223,true,true,false,true,true,false,true,true,false,true,true,true,false,true,1,0.9,3.2,5
445,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.7,2.1,4
123,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.9,0.7,4.5,4
354,true,true,false,true,false,false,false,true,true,false,false,true,false,true,1,0.8,3.4,4
241,false,true,false,true,false,false,false,true,true,false,true,false,true,true,0.7,0.7,4.7,4
313,false,true,false,true,false,false,false,true,true,false,false,false,true,true,0.7,0.7,2.5,4
179,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.8,1.8,4
80,false,true,false,true,false,false,false,true,true,false,false,false,false,true,1,0.9,3.3,4
460,true,true,true,true,false,false,true,true,false,false,false,false,false,true,1,0.8,1.1,5
82,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.8,3.5,5
212,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.8,1.8,4
336,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.9,4.3,4
468,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.8,2.2,4
218,false,true,false,true,false,false,true,true,false,false,false,false,true,true,0.8,0.9,3.5,5
50,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,2.2,4
278,true,true,true,true,true,false,false,true,true,true,true,false,true,true,1,0.8,4.7,4
42,true,true,false,true,false,false,false,true,true,false,true,true,true,true,0.9,0.8,0.6,5
308,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.7,0.7,4.8,5
131,true,true,false,true,true,false,false,true,true,true,true,true,true,true,1,0.8,2,5
423,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.9,0.8,0.8,4
178,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.9,0.7,1,4
492,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.8,0.9,2.2,4
264,true,true,true,true,false,false,true,true,false,true,false,false,true,true,0.9,0.9,1.8,5
406,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.8,0.9,0.1,5
356,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.8,2.9,4
37,true,true,true,true,false,false,false,true,true,true,true,false,true,true,1,0.8,1.7,5
154,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.8,0.8,1,5
421,true,true,false,true,false,false,true,true,false,true,true,true,true,true,1,0.7,4.2,5
370,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.7,0.9,1.5,5
135,true,true,false,true,true,false,true,true,false,true,true,true,true,true,0.8,0.8,0.8,5
263,true,true,true,true,false,false,true,true,false,false,false,false,true,true,1,0.7,4.3,5
228,false,true,false,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,3.9,4
489,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.7,0.9,4.1,5
398,false,true,false,true,false,false,false,true,true,false,false,false,true,true,0.8,0.8,3.1,4
326,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.8,0.9,4,5
61,true,true,false,true,true,false,true,true,false,false,true,true,true,true,1,0.9,3.9,5
110,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.8,3.3,4
130,true,true,false,true,false,false,true,true,false,false,true,true,false,true,0.8,0.7,2.4,5
334,true,true,false,true,false,false,true,true,false,false,true,true,false,true,0.8,0.8,1.1,5
151,false,true,false,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,2.2,4
339,true,true,false,true,false,false,true,true,false,false,false,true,true,true,0.8,0.9,0.3,5
440,true,true,true,true,false,false,true,true,false,true,false,false,false,true,1,0.9,2.7,5
298,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.7,0.8,0.9,5
109,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.7,0.8,1.2,5
277,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.8,0.8,2.1,5
446,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.7,0.9,4
296,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.8,0.8,2.9,5
425,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.9,0.7,0.2,4
375,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.9,2.2,4
409,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.7,0.7,3.5,4
304,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.9,0.8,1.4,4
225,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.8,0.7,0.9,4
483,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.9,0.8,2.7,5
3,true,true,true,true,false,false,false,true,true,false,true,false,true,true,1,0.8,4.2,4
386,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.9,0.9,0.6,5
200,true,true,false,true,false,false,false,true,true,false,false,true,true,true,0.9,0.7,0.6,4
314,false,true,false,true,true,false,false,true,true,false,true,false,false,true,1,0.7,4.5,4
282,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.8,0.7,2.7,4
113,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.9,0.7,0.7,4
342,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.9,0.7,3.8,4
346,true,true,true,true,false,false,false,true,true,false,true,false,false,true,0.8,0.7,1.8,4
45,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.7,0.8,2.9,5
