idConfiguration,ACK,BIB,BOLD_ACK,BREF,EMAIL,JS_FOOTNOTESIZE,JS_SCRIPTSIZE,JS_STYLE,JS_TINY,LONG_ACK,LONG_AFFILIATION,PARAGRAPH_ACK,PL_FOOTNOTE,VARY_LATEX,bref_size,cserver_size,vspace_bib,nbPages
283,true,true,true,true,false,false,false,true,true,false,false,false,true,true,1,0.9,3.4,5
31,false,true,false,true,false,false,true,true,false,false,true,false,true,true,1,0.9,1.9,5
359,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,1.8,4
270,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.9,2.3,4
13,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,4.3,4
151,false,true,false,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,2.2,4
82,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.8,3.5,5
317,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.8,0.8,4
183,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.7,1.8,4
35,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.8,1.2,4
173,true,true,false,true,false,false,false,true,true,true,true,true,true,true,1,0.7,1,4
476,true,true,true,true,true,false,false,true,true,false,true,false,false,true,0.8,0.7,2.2,4
174,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.7,2.2,4
394,true,true,true,true,false,false,true,true,false,false,true,false,true,true,1,0.9,3.7,5
443,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,2.1,5
364,true,true,true,true,false,false,false,true,true,false,true,false,false,true,1,0.7,3.1,4
272,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.7,0.7,2.2,4
178,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.9,0.7,1,4
497,false,true,false,true,false,false,false,true,true,false,false,false,true,true,1,0.7,4.8,4
465,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.8,0.9,1.1,5
72,true,true,true,true,false,false,true,true,false,true,true,false,true,true,0.9,0.9,4.3,5
420,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.8,1.3,4
126,true,true,false,true,true,false,false,true,true,true,true,true,false,true,1,0.8,4.2,4
102,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.8,0.9,4.6,5
128,false,true,false,true,false,false,true,true,false,false,false,false,false,true,0.8,0.8,4.5,5
247,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.7,3.5,4
454,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.9,0.7,0.9,4
106,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.9,0.8,1.3,4
146,true,true,false,true,true,false,true,true,false,false,true,true,true,true,0.8,0.9,3.2,5
120,false,true,false,true,false,false,true,true,false,false,false,false,true,true,0.7,0.9,4.9,5
466,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.8,2.2,4
