idConfiguration,ACK,BIB,BOLD_ACK,BREF,EMAIL,JS_FOOTNOTESIZE,JS_SCRIPTSIZE,JS_STYLE,JS_TINY,LONG_ACK,LONG_AFFILIATION,PARAGRAPH_ACK,PL_FOOTNOTE,VARY_LATEX,bref_size,cserver_size,vspace_bib,nbPages
164,true,true,false,true,false,false,true,true,false,true,true,true,false,true,0.9,0.8,3.4,5
125,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.7,0.7,4.7,4
392,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.7,0.9,3.9,5
323,true,true,true,true,true,false,true,true,false,false,true,false,true,true,1,0.7,0.5,5
394,true,true,true,true,false,false,true,true,false,false,true,false,true,true,1,0.9,3.7,5
393,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,1.5,4
111,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.7,0.9,2.6,5
20,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.9,2.9,5
75,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.8,0.9,4.7,4
273,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.7,0.8,3.1,5
101,false,true,false,true,false,false,true,true,false,false,true,false,false,true,0.7,0.7,0.4,4
32,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.8,0.8,2.7,4
186,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.8,0.7,1.7,4
324,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.7,0.8,1.6,5
180,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.8,0.9,4.9,5
223,true,true,false,true,true,false,true,true,false,true,true,true,false,true,1,0.9,3.2,5
378,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.7,0.9,3.8,5
7,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.8,0.9,5,4
350,true,true,true,true,false,false,false,true,true,false,true,false,true,true,0.9,0.8,1.4,4
396,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.9,0.9,0.4,4
479,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.7,0.9,4,5
250,true,true,true,true,false,false,true,true,false,true,false,false,true,true,1,0.8,3.3,5
136,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.7,0.7,0.2,4
226,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.8,0.9,3.1,4
321,false,true,false,true,true,false,false,true,true,false,true,false,true,true,1,0.8,2.6,4
295,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.7,0.7,4.1,4
115,true,true,false,true,false,false,true,true,false,true,true,true,false,true,1,0.7,0.1,5
16,true,true,true,true,false,false,false,true,true,true,false,false,true,true,1,0.7,2.5,4
443,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.9,0.9,2.1,5
458,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.8,0.8,4.4,4
123,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.9,0.7,4.5,4
303,true,true,true,true,false,false,false,true,true,false,false,false,true,true,1,0.8,0.3,4
236,true,true,false,true,false,false,true,true,false,true,true,true,true,true,0.9,0.7,2.6,5
166,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.9,0.8,4.6,5
33,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.7,0.9,4,4
262,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.7,0.7,3.1,4
116,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.8,0.9,3.5,4
446,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.7,0.9,4
139,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.7,0.9,0.1,5
142,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.9,0.7,0.7,4
272,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.7,0.7,2.2,4
325,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.7,0.9,4.9,4
311,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.9,0.8,1.5,4
60,false,true,false,true,true,false,false,true,true,false,true,false,true,true,0.9,0.9,1.1,4
456,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.8,0.8,1.7,4
247,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.7,3.5,4
462,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.8,0.7,2.2,4
77,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.9,0.7,3.7,5
135,true,true,false,true,true,false,true,true,false,true,true,true,true,true,0.8,0.8,0.8,5
362,true,true,false,true,false,false,false,true,true,true,true,true,true,true,1,0.9,3.7,5
174,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.7,2.2,4
289,true,true,true,true,false,false,false,true,true,true,false,false,true,true,1,0.7,3,4
314,false,true,false,true,true,false,false,true,true,false,true,false,false,true,1,0.7,4.5,4
276,true,true,false,true,true,false,false,true,true,true,true,true,false,true,0.7,0.8,1.8,4
102,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.8,0.9,4.6,5
40,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.7,0.7,4.8,4
292,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.7,0.7,3,4
160,true,true,true,true,true,false,false,true,true,false,true,false,false,true,0.9,0.9,1.6,4
496,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.7,0.9,0.7,4
184,true,true,true,true,false,false,true,true,false,true,true,false,false,true,0.8,0.8,1.9,5
461,true,true,false,true,false,false,true,true,false,false,false,true,false,true,0.7,0.8,4.7,5
58,false,true,false,true,false,false,false,true,true,false,false,false,false,true,0.7,0.7,1.6,4
254,true,true,true,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,4.2,4
363,true,true,false,true,false,false,true,true,false,false,false,true,false,true,0.7,0.9,1.6,5
316,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.7,0.8,0.5,4
130,true,true,false,true,false,false,true,true,false,false,true,true,false,true,0.8,0.7,2.4,5
312,true,true,true,true,false,false,true,true,false,true,true,false,false,true,0.7,0.8,3.3,5
211,true,true,false,true,true,false,false,true,true,true,true,true,true,true,0.7,0.8,0.8,4
255,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.9,0.8,2.1,4
183,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.7,1.8,4
317,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.8,0.8,4
270,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.9,2.3,4
121,true,true,false,true,false,false,false,true,true,true,true,true,false,true,0.9,0.9,0,5
224,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,2.7,4
203,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.9,0.7,1.9,4
375,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.9,2.2,4
256,true,true,false,true,false,false,false,true,true,true,true,true,false,true,1,0.8,3,4
128,false,true,false,true,false,false,true,true,false,false,false,false,false,true,0.8,0.8,4.5,5
246,false,true,false,true,true,false,false,true,true,false,true,false,true,true,0.7,0.7,1.7,4
156,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.7,0.8,4.9,5
49,true,true,false,true,true,false,false,true,true,true,true,true,false,true,1,0.7,5,4
144,false,true,false,true,true,false,true,true,false,false,true,false,true,true,0.8,0.8,4.7,5
35,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.7,0.8,1.2,4
52,true,true,false,true,true,false,true,true,false,true,true,true,false,true,0.8,0.8,0.8,5
50,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,2.2,4
390,true,true,false,true,false,false,false,true,true,true,true,true,true,true,0.9,0.7,3.4,4
474,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.7,0.9,1,5
397,true,true,false,true,false,false,true,true,false,true,false,true,false,true,0.7,0.8,2.8,5
267,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.9,4.5,5
306,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.9,0.7,0.5,5
54,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.9,0.8,2.7,4
490,true,true,true,true,false,false,false,true,true,true,true,false,true,true,1,0.7,0.2,4
235,true,true,false,true,false,false,true,true,false,false,true,true,true,true,0.8,0.7,2.9,5
5,true,true,false,true,false,false,true,true,false,true,true,true,true,true,1,0.9,3.6,5
499,true,true,true,true,false,false,true,true,false,false,true,false,false,true,0.7,0.7,2.3,4
471,true,true,false,true,true,false,false,true,true,true,true,true,true,true,0.9,0.7,3.6,4
163,true,true,false,true,false,false,false,true,true,false,false,true,true,true,0.7,0.7,2.8,4
422,false,true,false,true,false,false,true,true,false,false,true,false,true,true,0.8,0.9,4.9,5
124,true,true,false,true,true,false,true,true,false,false,true,true,true,true,0.8,0.9,3.9,5
414,false,true,false,true,false,false,false,true,true,false,false,false,true,true,0.8,0.9,0.3,4
240,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.9,0.9,5,5
495,false,true,false,true,false,false,false,true,true,false,true,false,false,true,1,0.7,3.3,4
431,true,true,false,true,false,false,true,true,false,true,true,true,false,true,0.9,0.8,3.5,5
425,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.9,0.7,0.2,4
280,true,true,true,true,false,false,false,true,true,false,true,false,true,true,0.7,0.7,2.5,4
173,true,true,false,true,false,false,false,true,true,true,true,true,true,true,1,0.7,1,4
165,true,true,false,true,false,false,true,true,false,true,true,true,true,true,0.9,0.7,2.2,5
367,true,true,false,true,false,false,false,true,true,false,false,true,false,true,0.9,0.7,4.7,4
22,false,true,false,true,true,false,true,true,false,false,true,false,false,true,0.8,0.9,1.5,5
301,true,true,true,true,true,false,false,true,true,false,true,false,false,true,0.9,0.8,1.7,4
468,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.8,2.2,4
370,true,true,true,true,true,false,true,true,false,true,true,false,true,true,0.7,0.9,1.5,5
249,true,true,true,true,false,false,false,true,true,false,false,false,false,true,0.9,0.7,4.8,4
480,true,true,true,true,false,false,true,true,false,false,true,false,true,true,0.8,0.8,4.1,5
243,true,true,false,true,false,false,true,true,false,false,false,true,true,true,0.8,0.7,3.3,5
108,true,true,true,true,false,false,false,true,true,true,true,false,true,true,0.8,0.7,0.9,4
154,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.8,0.8,1,5
231,true,true,false,true,false,false,false,true,true,false,true,true,true,true,0.8,0.9,1.7,5
207,true,true,false,true,false,false,false,true,true,true,false,true,true,true,1,0.7,3.3,4
199,true,true,true,true,true,false,false,true,true,true,true,false,true,true,0.7,0.8,0.7,4
132,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.7,0.9,0.4,5
430,true,true,true,true,true,false,false,true,true,true,true,false,false,true,0.8,0.7,5,4
202,true,true,false,true,false,false,true,true,false,true,true,true,true,true,0.7,0.8,0.2,5
71,true,true,false,true,false,false,true,true,false,true,false,true,false,true,0.8,0.9,3.7,5
436,true,true,false,true,false,false,true,true,false,true,true,true,true,true,1,0.9,3.7,5
168,true,true,true,true,false,false,false,true,true,true,false,false,false,true,0.8,0.9,2.1,4
315,true,true,false,true,true,false,false,true,true,false,true,true,true,true,0.9,0.8,4.7,4
401,true,true,false,true,true,false,true,true,false,true,true,true,false,true,1,0.8,0.1,5
418,false,true,false,true,false,false,true,true,false,false,true,false,false,true,0.9,0.8,1.8,5
134,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.9,1.7,4
434,true,true,false,true,true,false,false,true,true,true,true,true,false,true,0.8,0.7,4.7,4
42,true,true,false,true,false,false,false,true,true,false,true,true,true,true,0.9,0.8,0.6,5
336,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.9,0.9,4.3,4
335,true,true,false,true,true,false,true,true,false,false,true,true,false,true,0.9,0.8,4.8,5
472,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.8,1.9,5
291,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.9,0.8,2.4,5
330,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.7,1.7,5
252,true,true,true,true,false,false,false,true,true,true,true,false,true,true,1,0.7,2.1,4
402,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.7,0.9,1.1,4
445,true,true,true,true,false,false,false,true,true,false,false,false,false,true,1,0.7,2.1,4
182,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.8,4.9,5
62,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.8,0.8,1.1,5
452,true,true,true,true,false,false,false,true,true,false,false,false,true,true,1,0.8,1.1,4
25,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.8,0.8,2.8,5
3,true,true,true,true,false,false,false,true,true,false,true,false,true,true,1,0.8,4.2,4
221,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.8,0.9,4.7,5
287,true,true,false,true,false,false,false,true,true,true,false,true,false,true,0.7,0.9,1.6,4
57,true,true,true,true,false,false,true,true,false,false,false,false,false,true,0.9,0.8,1.3,5
38,true,true,false,true,false,false,true,true,false,true,false,true,true,true,0.8,0.8,3.8,5
395,true,true,true,true,true,false,false,true,true,true,true,false,false,true,1,0.9,4.3,4
172,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.9,3.2,4
153,true,true,false,true,false,false,false,true,true,true,false,true,true,true,0.8,0.9,2.6,5
43,true,true,true,true,true,false,true,true,false,true,true,false,true,true,1,0.7,4.9,5
308,true,true,true,true,false,false,true,true,false,false,false,false,true,true,0.7,0.7,4.8,5
196,true,true,true,true,false,false,true,true,false,false,true,false,true,true,0.9,0.9,0.1,5
327,true,true,true,true,false,false,false,true,true,true,true,false,false,true,0.9,0.9,2.8,4
438,true,true,false,true,false,false,false,true,true,true,true,true,false,true,1,0.8,3.5,4
228,false,true,false,true,false,false,false,true,true,false,true,false,false,true,0.8,0.9,3.9,4
157,true,true,true,true,false,false,true,true,false,true,false,false,false,true,0.8,0.9,0.9,5
368,true,true,false,true,true,false,false,true,true,false,true,true,true,true,0.9,0.8,3.3,4
500,true,true,true,true,true,false,false,true,true,true,true,false,true,true,1,0.8,0,5
56,true,true,true,true,true,false,false,true,true,false,true,false,true,true,0.9,0.8,3.9,4
63,true,true,false,true,false,false,false,true,true,false,false,true,false,true,1,0.8,3.1,4
237,true,true,true,true,true,false,true,true,false,true,true,false,false,true,0.9,0.7,3.8,4
293,true,true,true,true,false,false,false,true,true,true,true,false,false,true,1,0.7,4.2,4
420,true,true,true,true,false,false,false,true,true,true,false,false,true,true,0.7,0.8,1.3,4
319,false,true,false,true,true,false,true,true,false,false,true,false,false,true,1,0.9,0.5,5
27,true,true,true,true,false,false,false,true,true,false,false,false,true,true,0.8,0.8,3.2,4
230,false,true,false,true,true,false,true,true,false,false,true,false,false,true,0.8,0.8,4.8,5
307,false,true,false,true,false,false,false,true,true,false,false,false,false,true,1,0.9,3.8,4
433,true,true,false,true,false,false,false,true,true,true,false,true,false,true,1,0.7,1.1,4
